"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年38週"
"集計期間終了週","2023年38週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"15～19歳","551","211","0","0","7","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","153","143","0","2","9","25","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"30～39歳","111","131","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","146","188","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","85","208","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
"60～69歳","23","141","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"70～79歳","18","88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"80歳以上","1","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"合計","2746","1714","6","219","208","398","19","236","7","26","71","4","15","3","0","19","2","0","0","0","0","18","2","0","2","0","0","14","2"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年38週"
"集計期間終了週","2023年38週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","2","8","1","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","13","23","1","5","0","19","0","8","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","31","34","2","27","3","49","0","36","1","15","7","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","36","21","2","25","4","27","0","44","1","3","7","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","53","21","1","27","12","16","0","44","1","2","8","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","75","15","0","25","17","31","1","20","0","0","10","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","108","17","0","42","21","27","0","9","0","1","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","110","25","0","10","23","18","3","16","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"7歳","107","24","0","10","17","25","1","7","1","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1"
"8歳","126","33","0","2","23","17","4","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","125","42","0","1","15","14","2","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","515","276","0","4","17","25","3","2","0","0","2","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","1"
"15～19歳","357","238","0","0","2","10","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","142","180","1","6","21","38","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","156","211","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"40～49歳","213","285","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","1","0"
"50～59歳","92","235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","27","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"70～79歳","16","89","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","10","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"合計","2314","1974","8","184","175","319","14","193","4","26","51","7","10","0","0","19","1","0","1","0","0","7","1","0","3","1","1","4","3"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年38週"
"集計期間終了週","2023年38週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","6","17","2","1","0","7","0","4","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","29","45","3","10","1","46","2","14","0","12","8","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","59","70","4","58","6","113","3","98","1","26","21","0","10","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","85","44","2","60","12","61","1","88","2","9","23","1","4","0","0","4","0","0","0","0","0","1","0","0","0","0","0","1","0"
"3歳","121","42","2","71","24","58","1","81","4","3","19","2","3","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1"
"4歳","184","30","0","52","48","63","2","56","0","1","21","1","2","0","0","3","1","0","0","0","0","1","0","0","0","0","0","1","0"
"5歳","218","38","0","72","51","59","2","30","1","1","11","1","0","2","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0"
"6歳","228","47","0","30","52","48","8","27","0","0","9","1","2","0","0","1","0","0","0","0","0","3","0","0","0","0","0","3","0"
"7歳","255","50","0","20","39","44","3","14","2","0","4","0","0","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","2"
"8歳","287","64","0","10","36","37","4","7","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"9歳","277","81","0","3","27","29","2","5","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"10～14歳","1210","552","0","8","48","67","5","3","1","0","3","1","0","0","0","1","0","0","0","0","0","3","2","0","1","0","1","1","1"
"15～19歳","908","449","0","0","9","22","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","295","323","1","8","30","63","0","2","0","0","1","0","1","0","0","3","0","0","0","0","0","1","0","0","0","0","0","1","0"
"30～39歳","267","342","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0"
"40～49歳","359","473","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","1","0","0","0","0","0","1","0"
"50～59歳","177","443","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
"60～69歳","50","275","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","3","0"
"70～79歳","34","177","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0"
"80歳以上","11","126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","2","1"
"合計","5060","3688","14","403","383","717","33","429","11","52","122","11","25","3","0","38","3","0","1","0","0","25","3","0","5","1","1","18","5"
"定点数","415","415","260","260","260","260","260","260","260","260","260","260","260","260","39","39","25","25","25","25","25","25","25","25","25","25","25","25","25"


