"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年22週"
"集計期間終了週","2023年22週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"60～69歳","0","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","1","54","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","363","1109","196","72","285","1097","22","49","2","68","327","18","12","2","0","8","0","0","2","0","0","1","1","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年22週"
"集計期間終了週","2023年22週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","2","8","11","2","0","9","1","1","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","1","5","20","4","1","64","1","7","0","14","24","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","5","10","61","21","3","109","0","15","0","20","89","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","7","1","35","12","9","99","1","11","0","5","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","16","7","25","8","19","83","1","8","0","1","44","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","16","10","10","10","27","112","0","5","1","2","41","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","31","7","4","7","28","92","0","3","0","0","24","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","29","6","1","4","25","84","1","0","0","0","4","1","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"7歳","31","15","0","2","17","57","5","2","1","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","41","11","1","2","9","38","3","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","23","17","0","0","9","27","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","44","110","0","1","27","53","2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","24","99","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","18","154","0","2","15","79","1","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","26","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","22","170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","3","163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"60～69歳","2","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","2","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","343","1099","168","75","189","916","17","53","2","42","313","7","10","1","0","2","0","0","1","0","0","2","0","0","0","0","0","2","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年22週"
"集計期間終了週","2023年22週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","2","10","27","3","0","17","1","1","0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","2","14","57","9","3","133","2","10","0","32","35","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","15","28","131","42","11","238","2","30","0","56","165","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","13","6","68","29","21","206","2","21","0","15","137","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","29","16","46","13","44","201","4","15","0","1","95","2","3","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"4歳","33","21","19","14","68","227","1","11","2","3","101","6","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","62","16","12","12","86","213","1","8","0","2","58","5","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","60","17","1","8","75","179","2","3","1","1","18","3","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"7歳","61","23","1","6","51","140","6","2","1","0","12","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","88","20","1","5","29","101","9","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","54","33","0","0","20","69","2","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","119","246","1","1","43","153","6","0","0","0","6","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"15～19歳","52","222","0","0","2","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","25","307","0","5","21","117","1","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","39","247","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","39","316","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","8","311","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"60～69歳","2","164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","3","112","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","706","2208","364","147","474","2013","39","102","4","110","640","25","22","3","0","10","0","0","3","0","0","3","1","0","0","0","0","2","0"
"定点数","417","417","262","262","262","262","262","262","262","262","262","262","262","262","38","38","25","25","25","25","25","25","25","25","25","25","25","25","25"


