"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2011年4月"
"集計期間終了月","2011年4月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","3","0","0","0","0","0","0","0","0","0","",""
"中央区","4","0","0","0","0","0","0","0","0","0","",""
"みなと","5","3","5","0","1","0","2","0","0","0","",""
"新宿区","8","20","10","7","1","0","4","1","0","0","",""
"文京","0","0","0","0","0","0","1","1","0","0","",""
"台東","0","0","0","0","1","0","0","0","0","0","",""
"墨田区","1","1","1","0","0","0","0","1","0","0","",""
"江東区","5","1","0","2","1","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","6","0","0","0","0","0","3","0","0","0","",""
"世田谷","0","0","0","0","0","0","1","0","0","0","",""
"渋谷区","7","7","3","0","0","2","2","0","0","0","",""
"中野区","0","0","1","0","0","0","0","0","0","0","",""
"杉並","0","0","0","0","0","0","3","0","0","0","",""
"池袋","3","1","1","0","1","0","0","2","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","0","",""
"荒川区","4","0","1","0","1","0","0","0","0","0","",""
"板橋区","2","2","0","0","0","0","2","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","0","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","0","4","0","0","",""
"江戸川","13","0","1","2","2","1","0","0","0","0","",""
"八王子市","11","1","0","1","0","0","0","0","0","0","",""
"町田市","5","2","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","16","0","2","3","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","9","5","0","0","",""
"多摩小平","1","0","0","0","0","0","0","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","94","38","25","15","8","3","27","17","0","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2011年4月"
"集計期間終了月","2011年4月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","12","1","0","7","0","0","0","0","0","0","2","2"
"中央区","15","2","1","2","0","0","0","0","0","0","3","0"
"みなと","16","24","14","5","1","1","12","1","0","0","2","1"
"新宿区","31","32","35","47","1","1","14","2","0","0","7","2"
"文京","4","0","2","3","0","0","6","3","1","0","1","1"
"台東","0","0","0","0","1","0","0","0","0","0","2","0"
"墨田区","1","1","1","3","0","0","2","2","0","0","2","1"
"江東区","15","10","1","10","1","0","0","0","0","0","2","0"
"品川区","2","0","0","1","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","7","0","0","1","0","0","7","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","4","0","0","0","0","1"
"渋谷区","13","12","4","3","0","3","2","0","0","0","5","1"
"中野区","5","0","1","3","0","0","0","0","0","0","2","1"
"杉並","2","0","0","1","0","0","4","0","0","0","2","1"
"池袋","12","11","4","4","1","0","1","3","0","0","3","1"
"北区","0","1","2","0","0","0","0","0","0","0","1","0"
"荒川区","4","0","1","0","2","0","0","0","0","0","1","0"
"板橋区","2","2","2","2","0","0","4","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","2","0","0","2","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","3","11","0","0","0","1"
"江戸川","16","2","1","3","2","2","0","0","0","0","2","0"
"八王子市","11","1","0","1","0","0","0","0","0","0","4","1"
"町田市","5","2","0","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","16","0","2","3","0","0","0","0","0","0","2","1"
"多摩府中","0","0","0","1","0","0","29","12","2","0","3","3"
"多摩小平","1","0","0","0","0","0","1","5","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","192","101","71","102","9","7","89","39","3","0","55","24"


