"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年24週"
"集計期間終了週","2023年24週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"80歳以上","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","305","1194","298","86","273","937","13","106","4","46","813","12","13","1","0","6","1","1","0","0","0","0","0","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年24週"
"集計期間終了週","2023年24週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","6","27","1","0","5","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","10","24","3","0","57","2","6","0","10","51","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","20","112","14","6","102","1","21","1","15","138","0","5","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"2歳","7","17","46","10","11","64","0","15","1","8","159","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","6","9","49","6","19","71","0","11","0","1","129","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","14","10","19","4","28","83","2","11","1","0","121","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","16","4","12","1","21","73","0","13","2","1","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","24","6","7","3","16","62","3","3","1","2","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","22","6","3","1","23","68","3","1","0","0","23","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","27","17","1","2","12","48","0","0","1","0","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1"
"9歳","18","13","1","0","6","37","6","1","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","42","139","1","0","22","58","4","1","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","12","128","1","0","1","13","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","4","147","3","3","12","65","0","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","18","137","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","21","164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","5","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","4","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","2","67","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","245","1228","306","48","177","806","21","85","7","37","771","4","18","2","0","2","0","0","0","0","0","2","0","0","0","1","0","1","1"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年24週"
"集計期間終了週","2023年24週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","1","10","47","3","1","14","0","1","0","0","9","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","2","22","62","12","2","115","2","14","0","20","99","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","14","38","201","38","15","215","1","51","1","37","294","1","8","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"2歳","16","25","106","23","20","161","1","35","1","15","336","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","20","14","96","22","39","167","1","24","2","4","260","1","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","26","22","44","14","72","203","3","25","2","2","245","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","37","8","22","8","65","176","2","21","2","3","196","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","56","14","10","6","71","140","3","7","1","2","64","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","40","19","4","3","58","138","7","4","0","0","42","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","46","29","3","2","29","103","2","1","2","0","14","2","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1"
"9歳","39","24","2","0","12","68","7","3","0","0","9","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","110","277","2","0","43","122","5","3","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","36","281","1","0","3","33","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","10","306","4","3","20","88","0","2","0","0","7","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","26","281","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","40","315","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","12","382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","15","178","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","3","115","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","550","2422","604","134","450","1743","34","191","11","83","1584","16","31","3","0","8","1","1","0","0","0","2","0","0","0","1","0","1","1"
"定点数","414","414","260","260","260","260","260","260","260","260","260","260","260","260","38","38","25","25","25","25","25","25","25","25","25","25","25","25","25"


