"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年36週"
"集計期間終了週","2023年36週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"9歳","83","118","0","1","11","20","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"10～14歳","299","490","0","6","19","79","4","3","0","0","1","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","140","250","0","0","1","15","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","81","284","0","2","6","23","0","0","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","46","315","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","67","372","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","42","343","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","16","202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"70～79歳","9","156","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"合計","1360","3284","32","173","241","536","13","182","2","39","84","8","10","4","0","20","0","0","0","0","0","8","1","0","4","1","0","3","4"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年36週"
"集計期間終了週","2023年36週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","1","23","2","0","0","3","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","13","51","7","2","0","35","0","5","0","6","6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","21","60","8","22","1","74","2","34","0","28","14","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","25","54","4","17","9","36","1","56","0","1","18","0","3","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","41","47","1","25","13","42","1","25","0","3","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","59","56","0","18","21","39","0","11","1","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","66","53","0","19","35","37","2","8","0","0","10","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","73","62","0","9","33","22","2","5","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","114","74","0","3","18","24","1","5","0","1","3","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","103","99","0","2","22","21","1","2","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","50","103","0","2","12","14","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10～14歳","169","432","0","5","14","37","5","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","92","263","0","0","1","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20～29歳","68","289","1","5","21","38","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","78","389","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","79","467","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","39","422","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","13","235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","16","222","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1121","3540","23","129","200","428","16","156","2","41","82","5","5","1","1","14","1","0","0","0","1","2","0","0","0","0","0","2","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年36週"
"集計期間終了週","2023年36週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","3","48","6","2","0","7","1","2","0","2","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"～1歳","19","95","16","9","0","65","0","16","0","11","11","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","51","129","19","45","7","168","3","80","0","52","32","0","5","0","0","2","0","0","0","0","0","1","0","0","1","1","0","0","1"
"2歳","55","113","7","40","20","95","1","96","1","6","29","0","3","1","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","86","107","3","55","36","92","1","61","0","4","27","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"4歳","126","116","1","48","58","86","1","35","1","2","27","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","148","118","0","41","77","79","2","16","0","2","15","2","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0"
"6歳","156","124","2","27","68","47","4","16","2","0","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","241","173","0","10","42","56","4","5","0","1","6","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","205","210","0","4","48","37","1","3","0","0","4","3","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"9歳","133","221","0","3","23","34","2","3","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0"
"10～14歳","468","922","0","11","33","116","9","4","0","0","3","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","232","513","0","0","2","21","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20～29歳","149","573","1","7","27","61","0","1","0","0","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","124","704","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","146","839","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","81","765","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","29","437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"70～79歳","25","378","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","4","239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"合計","2481","6824","55","302","441","964","29","338","4","80","166","13","15","5","1","34","1","0","0","0","1","10","1","0","4","1","0","5","4"
"定点数","417","417","262","262","262","262","262","262","262","262","262","262","262","262","39","39","25","25","25","25","25","25","25","25","25","25","25","25","25"


