"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年23週"
"集計期間終了週","2023年23週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"1歳","17","26","161","36","23","192","2","58","1","40","220","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","16","25","88","32","24","161","0","32","0","15","186","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"3歳","25","15","48","14","43","192","0","25","1","4","178","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","46","15","24","17","59","197","3","23","2","2","175","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","60","22","12","12","75","177","1","14","2","1","107","5","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","60","15","5","2","67","164","2","6","2","1","48","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","75","32","1","1","54","133","1","0","2","1","24","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","48","39","1","2","40","123","3","1","2","0","7","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"9歳","40","42","0","0","23","79","2","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","160","282","1","1","44","137","8","2","1","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","34","315","0","0","4","16","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","16","308","1","1","25","97","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","33","284","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","45","354","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","1","0"
"50～59歳","9","327","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","7","174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","5","131","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","701","2487","448","130","487","1799","25","170","14","76","1007","32","16","0","0","14","0","1","1","0","0","3","0","0","0","0","0","3","0"
"定点数","415","415","261","261","261","261","261","261","261","261","261","261","261","261","38","38","25","25","25","25","25","25","25","25","25","25","25","25","25"


