"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年26週"
"集計期間終了週","2023年26週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"江東区","7","40","12","0","5","32","0","4","0","1","16","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","11","31","6","1","5","13","0","0","0","1","29","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","22","5","0","1","7","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","10","61","18","3","15","23","0","2","0","2","56","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","17","93","17","1","12","32","0","2","0","0","58","1","1","0","0","0","1","0","0","0","0","0","","","","","",""
"渋谷区","1","24","3","0","0","11","0","1","0","2","10","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中野区","4","39","2","1","15","25","0","2","0","0","25","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","4","56","4","1","2","20","0","0","0","3","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","4","54","9","3","2","6","0","1","0","0","13","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","5","57","6","0","4","11","0","8","0","2","30","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","5","23","15","1","7","20","1","1","0","0","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","3","69","5","0","9","14","0","3","0","1","31","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","7","79","21","2","19","24","2","0","1","1","67","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","44","12","7","5","27","1","3","0","1","49","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","4","36","6","0","4","19","0","4","0","1","25","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","9","80","11","3","6","35","1","2","2","1","36","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","4","86","30","2","10","43","0","5","0","2","108","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"町田市","1","28","3","0","7","16","1","2","1","0","38","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","7","27","1","0","5","10","1","2","0","0","25","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","46","6","3","3","12","1","6","1","4","42","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","2","41","13","2","22","24","0","1","0","3","58","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","18","122","18","6","17","60","0","5","0","3","99","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","23","65","39","2","23","45","5","3","0","1","84","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","181","1447","304","42","212","579","14","59","5","33","998","5","13","1","0","8","1","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年26週"
"集計期間終了週","2023年26週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","41","17","0","1","5","0","1","0","0","8","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","7","21","1","0","0","21","0","1","0","0","8","1","0","0","0","1","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","17","61","14","3","9","6","2","1","0","1","38","1","0","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","4","85","41","0","4","33","1","1","0","0","15","2","0","0","0","0","0","0","0","0","0","0","11","7","1","2","2","0"
"文京","13","48","4","3","8","11","0","0","0","1","36","0","0","0","0","3","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","5","29","13","1","4","29","0","3","0","3","39","0","1","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","13","122","11","1","6","3","0","2","0","0","23","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","15","95","22","2","14","77","0","8","0","2","32","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","20","67","12","1","9","23","1","2","0","2","44","0","0","0","0","2","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","7","45","14","4","6","15","0","1","0","3","22","0","1","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","21","122","54","8","31","56","1","9","0","2","109","0","1","0","0","1","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","31","176","48","4","45","75","1","4","0","2","139","1","1","0","0","0","1","0","0","0","0","1","25","16","2","2","2","0"
"渋谷区","5","40","9","0","0","20","2","1","1","2","15","0","0","0","0","1","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","10","73","5","1","24","57","0","2","0","0","65","0","0","0","0","1","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","7","104","14","1","4","44","0","2","0","5","18","0","0","0","0","1","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","6","93","22","4","4","7","0","2","0","0","19","1","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","8","117","16","3","9","30","2","13","0","3","66","0","2","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","14","49","21","3","14","37","1","2","0","2","35","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","5","128","14","3","15","27","0","4","0","2","53","1","1","0","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","15","166","40","6","35","59","2","1","1","4","153","0","6","0","0","0","0","0","0","0","0","0","20","12","2","0","0","0"
"足立","3","100","32","19","7","58","1","6","0","5","89","0","0","0","0","1","0","0","0","0","0","0","18","12","2","0","0","0"
"葛飾区","11","66","12","1","11","43","0","5","0","3","53","0","3","0","0","0","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","15","146","27","6","9","74","2","4","2","3","93","0","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","10","157","55","6","27","108","0","23","0","4","206","0","0","0","0","5","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","1","52","4","0","14","39","1","5","3","0","84","2","1","1","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","14","46","3","0","6","18","1","2","0","1","42","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","3","79","13","6","15","29","1","11","1","4","99","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","3","96","34","2","44","52","0","3","0","4","128","0","1","0","0","0","0","0","0","0","0","0","22","14","2","1","1","0"
"多摩府中","39","241","42","16","37","105","1","13","0","8","194","1","2","2","0","0","0","0","0","0","0","0","33","21","3","3","3","0"
"多摩小平","58","139","72","3","46","101","7","13","0","1","211","0","2","0","0","1","0","0","0","0","0","0","22","14","2","2","2","0"
"島しょ","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","382","2843","686","107","458","1262","27","145","8","67","2136","10","22","3","0","17","1","0","0","0","0","1","415","260","38","25","25","0"


