"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年24週"
"集計期間終了週","2023年24週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"世田谷","17","81","25","6","33","53","0","2","0","0","63","0","1","0","0","1","0","1","0","0","0","0","","","","","",""
"渋谷区","5","9","0","0","1","10","0","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","3","40","3","1","21","26","0","3","0","3","25","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","5","50","2","1","3","21","0","5","0","3","7","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","3","37","4","2","4","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","8","41","5","3","4","14","0","11","0","2","19","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","7","23","18","3","4","14","1","0","0","3","16","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","4","58","4","2","10","18","0","1","0","2","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","39","60","26","0","7","39","1","1","0","3","57","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","52","27","10","6","53","0","4","1","1","37","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","6","35","4","0","4","35","0","5","0","0","21","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","12","57","15","7","7","41","0","2","0","2","61","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","14","68","8","10","20","108","1","6","0","4","77","3","3","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","1","21","1","0","4","30","1","3","1","0","24","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","7","37","2","1","2","9","0","2","0","2","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","34","17","2","6","57","0","11","0","1","16","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","14","47","16","0","32","40","0","15","0","4","38","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","19","75","19","10","23","68","4","12","0","4","95","1","3","0","0","3","0","0","0","0","0","0","","","","","",""
"多摩小平","29","68","23","5","19","94","2","4","1","2","75","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","305","1194","298","86","273","937","13","106","4","46","813","12","13","1","0","6","1","1","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年24週"
"集計期間終了週","2023年24週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","16","2","1","0","1","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","2","6","1","0","1","17","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","4","30","9","0","4","5","3","3","0","2","17","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","2","30","10","0","2","12","0","0","1","0","13","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"文京","2","15","2","1","1","9","1","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","13","19","3","1","1","20","0","0","0","1","15","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","9","52","6","0","0","7","0","3","0","1","5","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","5","34","13","0","8","30","1","2","0","1","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","11","18","0","0","1","14","0","1","0","2","26","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","5","13","5","0","2","6","1","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","31","49","30","4","14","63","0","1","0","3","55","0","2","0","0","0","0","0","0","0","0","1","","","","","",""
"世田谷","10","105","26","3","23","42","0","5","0","1","63","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"渋谷区","3","13","2","0","0","9","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中野区","0","41","7","0","6","10","1","2","1","1","16","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","5","43","5","0","6","21","0","7","0","1","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","1","33","6","3","3","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","7","58","5","3","3","19","0","7","0","2","20","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","5","36","12","0","3","15","2","0","0","2","16","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","44","4","1","3","17","3","3","0","0","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","27","63","19","0","9","41","0","0","0","2","44","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","53","19","2","3","50","0","4","0","3","42","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","4","31","6","0","2","25","0","3","0","1","21","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","6","50","19","4","9","38","0","1","0","2","47","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","8","61","15","10","14","90","0","11","0","3","70","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","2","30","0","0","6","28","0","2","2","0","16","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","9","23","5","2","2","16","0","1","0","0","12","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","41","10","1","2","36","0","5","1","0","21","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","7","45","24","1","18","37","0","7","0","1","34","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","20","91","20","2","13","66","5","8","1","4","82","1","3","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","39","72","21","9","18","59","3","5","1","4","79","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","245","1228","306","48","177","806","21","85","7","37","771","4","18","2","0","2","0","0","0","0","0","2","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年24週"
"集計期間終了週","2023年24週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","4","34","5","2","1","4","1","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","3","18","1","0","3","31","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","18","52","15","2","15","9","4","4","0","4","30","1","0","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","5","60","17","2","8","31","0","0","1","0","21","0","1","1","0","1","0","0","0","0","0","0","11","7","1","2","2","0"
"文京","7","40","2","2","3","15","2","0","0","0","10","1","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","33","33","6","3","2","58","0","1","0","2","29","1","3","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","20","105","11","1","0","12","0","3","0","2","20","0","4","0","0","0","1","0","0","0","0","0","8","5","1","1","1","0"
"江東区","12","68","24","0","14","64","1","5","0","2","25","0","1","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","23","39","1","1","7","26","1","2","0","2","52","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","15","30","7","0","3","17","1","0","0","1","20","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","57","91","70","17","41","123","0","10","1","5","103","1","4","0","0","0","0","0","0","0","0","1","21","13","2","1","1","0"
"世田谷","27","186","51","9","56","95","0","7","0","1","126","0","1","0","0","2","0","1","0","0","0","0","25","16","2","2","2","0"
"渋谷区","8","22","2","0","1","19","0","2","0","1","17","0","0","0","0","0","0","0","0","0","0","1","7","4","1","1","1","0"
"中野区","3","81","10","1","27","36","1","5","1","4","41","1","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","10","93","7","1","9","42","0","12","0","4","17","0","2","0","0","0","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","4","70","10","5","7","4","0","0","0","1","2","0","0","0","0","1","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","15","99","10","6","7","33","0","18","0","4","39","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","12","59","30","3","7","29","3","0","0","5","32","0","1","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","5","102","8","3","13","35","3","4","0","2","18","0","0","0","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","66","123","45","0","16","80","1","1","0","5","101","0","1","0","0","0","0","0","0","0","0","0","20","12","2","0","0","0"
"足立","2","105","46","12","9","103","0","8","1","4","79","2","0","1","0","0","0","0","0","0","0","0","18","12","2","0","0","0"
"葛飾区","10","66","10","0","6","60","0","8","0","1","42","0","1","0","0","0","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","18","107","34","11","16","79","0","3","0","4","108","1","1","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","22","129","23","20","34","198","1","17","0","7","147","3","4","0","0","0","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","3","51","1","0","10","58","1","5","3","0","40","3","1","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","16","60","7","3","4","25","0","3","0","2","21","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","4","75","27","3","8","93","0","16","1","1","37","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","21","92","40","1","50","77","0","22","0","5","72","0","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","39","166","39","12","36","134","9","20","1","8","177","2","6","1","0","3","0","0","0","0","0","0","33","21","3","3","3","0"
"多摩小平","68","140","44","14","37","153","5","9","2","6","154","0","0","0","0","0","0","0","0","0","0","0","22","14","2","2","2","0"
"島しょ","0","26","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","550","2422","604","134","450","1743","34","191","11","83","1584","16","31","3","0","8","1","1","0","0","0","2","414","260","38","25","25","0"


