"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年26週"
"集計期間終了週","2023年26週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"9歳","16","18","1","0","16","34","1","1","0","0","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","39","150","2","3","21","55","2","3","0","0","17","1","1","0","0","1","0","0","0","0","0","1","1","0","1","1","1","0","1"
"15～19歳","17","133","0","0","3","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","3","190","1","2","9","27","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","4","188","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","5","179","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","5","201","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","1","113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","2","66","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","201","1396","382","65","246","683","13","86","3","34","1138","5","9","2","0","9","0","0","0","0","0","1","1","0","1","1","1","0","1"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年26週"
"集計期間終了週","2023年26週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","4","15","0","0","8","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","7","47","4","0","40","0","3","0","10","59","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","5","14","95","13","2","61","0","10","0","17","178","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","6","12","63","7","10","72","1","7","1","2","200","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","5","15","37","7","11","63","1","14","0","1","187","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","9","9","24","4","27","62","0","10","1","1","150","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","8","11","9","2","36","49","1","5","0","1","100","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","14","11","7","2","32","42","1","6","2","0","50","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","16","15","3","1","26","36","1","1","1","0","24","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","18","14","0","2","22","29","5","1","0","0","18","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","14","17","0","0","11","20","1","1","0","0","9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","26","135","3","0","13","42","2","1","0","0","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","11","180","0","0","1","9","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","6","206","1","0","21","46","1","0","0","0","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","12","159","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","20","199","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","2","221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","5","105","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","2","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","181","1447","304","42","212","579","14","59","5","33","998","5","13","1","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年26週"
"集計期間終了週","2023年26週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","2","14","60","0","0","14","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","2","23","104","5","0","76","0","7","0","20","118","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","11","28","227","29","7","132","0","28","0","36","424","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","12","25","128","16","18","147","1","17","3","4","397","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","13","26","81","14","32","155","4","32","1","4","373","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","16","18","42","18","63","130","1","23","1","1","324","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","26","19","18","7","73","115","2","16","0","1","216","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","27","29","11","4","67","103","3","9","2","0","118","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","40","29","6","7","58","82","2","3","1","0","60","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","39","32","1","2","45","68","7","3","0","0","42","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","30","35","1","0","27","54","2","2","0","0","18","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","65","285","5","3","34","97","4","4","0","0","25","1","1","0","0","2","0","0","0","0","0","1","1","0","1","1","1","0","1"
"15～19歳","28","313","0","0","4","16","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","9","396","2","2","30","73","1","0","0","0","12","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","16","347","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","25","378","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","7","422","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","6","218","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","4","147","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","4","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","382","2843","686","107","458","1262","27","145","8","67","2136","10","22","3","0","17","1","0","0","0","0","1","1","0","1","1","1","0","1"
"定点数","415","415","260","260","260","260","260","260","260","260","260","260","260","260","38","38","25","25","25","25","25","25","25","25","25","25","25","25","25"


